NDays35.5YrMean,NDays35.5Yr.Sum,NDays35.10YrMean,NDays35.10Yr.Sum,Ndays5.5YrMean,Ndays5.5YrSum,Ndays5.10YrMean,Ndays5.10YrSum,Tmean.5YrMean,Tmean.10YrMean,TotalRain.5YrSum,TotalRain.10YrSum,,SAMPLE.ID,COLLECTION.ID,COLLECTION,ID,RecordID_ALA.ORIGINAL,RecordID_ALA,CatalogNumber,SEX,SPECIES,COMMON.NAME,DATE,Period,Year,Age,LATITUDE,LONGITUDE,STATE,MISSINGNESS,INBREEDING,DEPTH,PC1,PC2,PC3,MonthCapture,YearCapture,YearCat,distance2coast_m,elevation,IBRA_REG_CODE_7,IBRA_REG_NAME_7,NOTE
28.8,144,30,300,27.8,139,29.1,291,17.80944299,17.68378566,0.078798119,0.130701447,75,ANWC94,B46630,ANWC,ANWC94_R1.fastq.gz,c1e54fa6-01f0-4547-b7e8-d2d319ab5662,c1e54fa6-01f0-4547-b7e8-d2d319ab5662,B46630,F,Malurus assimilis,Purple-Backed Fairy Wren,26/10/1994,1991 - 1995,1994,25,-33.5,138.0639,SA,0.127943,0.09573478,2.27543,0.474463927,-0.015300604,0.029522698,10,1994,1994,14730,28.24226952,EYB,Eyre Yorke Block,NA
108.6,543,116.9,1169,29.2,146,29.9,299,22.7747934,22.96894599,0.022794202,0.047579242,76,SAM11,ABTC37966,ABTC,SAM11_R1.fastq.gz,5c22a590-d782-4ed5-b5bb-a89a002ee546,5c22a590-d782-4ed5-b5bb-a89a002ee546,ABTC37966,F,Malurus assimilis,Purple-Backed Fairy Wren,18/09/1997,1996 - 2000,1997,22,-26.5778,137.0925,SA,0.17457,0.10056274,1.85646,0.020464234,-0.022123427,-0.010899507,9,1997,1997,679679.5664,39.117939,SSD,Simpson Strzelecki Dunefields,NA
108.2,541,116.6,1166,30.8,154,32.1,321,22.71709671,22.89190651,0.023441914,0.048949197,77,SAM12,ABTC37976,ABTC,SAM12_R1.fastq.gz,c33fb6dc-a83c-421f-8c89-73a566abe7b9,c33fb6dc-a83c-421f-8c89-73a566abe7b9,ABTC37976,F,Malurus assimilis,Purple-Backed Fairy Wren,21/09/1997,1996 - 2000,1997,22,-26.1936,136.7694,SA,0.169495,0.09978431,1.87175,0.024181133,-0.012164843,-0.009376635,9,1997,1997,726499.4735,60.87197876,SSD,Simpson Strzelecki Dunefields,NA
121.2,606,123.2,1232,29.4,147,29.2,292,23.19588622,23.25253764,0.022932334,0.052248101,78,SAM14,ABTC38801,ABTC,SAM14_R1.fastq.gz,aa1d807b-e325-41ad-ad73-fb85dd3239d5,aa1d807b-e325-41ad-ad73-fb85dd3239d5,ABTC38801,M,Malurus assimilis,Purple-Backed Fairy Wren,11/09/1998,1996 - 2000,1998,21,-26.0417,137.6036,SA,0.104195,0.12666239,2.55561,0.008178211,-0.011491343,-0.00936906,9,1998,1998,734975.6054,26.7509594,SSD,Simpson Strzelecki Dunefields,NA
121.2,606,123.2,1232,29.4,147,29.2,292,23.19588622,23.25253764,0.022932334,0.052248101,79,SAM15,ABTC38802,ABTC,SAM15_R1.fastq.gz,2a2be9be-0a29-42b0-bd67-337e1b0a4cc0,2a2be9be-0a29-42b0-bd67-337e1b0a4cc0,ABTC38802,F,Malurus assimilis,Purple-Backed Fairy Wren,11/09/1998,1996 - 2000,1998,21,-26.0417,137.6036,SA,0.0777462,0.12406892,2.84361,0.009127527,-0.004200218,-0.00196176,9,1998,1998,734975.6054,26.7509594,SSD,Simpson Strzelecki Dunefields,NA
114.2,571,117.9,1179,31.2,156,30,300,22.93883996,23.01912997,0.022776622,0.051575643,80,SAM16,ABTC38831,ABTC,SAM16_R1.fastq.gz,22231814-3571-4792-b179-49907093d435,22231814-3571-4792-b179-49907093d435,ABTC38831,F,Malurus assimilis,Purple-Backed Fairy Wren,16/09/1998,1996 - 2000,1998,21,-26.3811,137.3633,SA,0.0946434,0.09822602,2.55003,-0.009711446,-0.012510724,-0.008349219,9,1998,1998,695709.3085,31.3708992,SSD,Simpson Strzelecki Dunefields,NA
102,510,100.8,1008,35.8,179,36.5,365,21.99654513,21.96415031,0.031089003,0.069808666,81,SAM17,ABTC73791,ABTC,SAM17_R1.fastq.gz,1de0d5d6-62ce-4bc7-b772-bf8672153a21,1de0d5d6-62ce-4bc7-b772-bf8672153a21,ABTC73791,F,Malurus assimilis,Purple-Backed Fairy Wren,21/09/1999,1996 - 2000,1999,20,-26.9828,134.8106,SA,0.12885,0.10074149,2.21484,-0.011038773,-0.020163229,-0.012420643,9,1999,1999,586287.305,187.7335052,FIN,Finke,NA
102,510,100.8,1008,35.8,179,36.5,365,21.99654513,21.96415031,0.031089003,0.069808666,82,SAM18,ABTC73792,ABTC,SAM18_R1.fastq.gz,50da4e56-073f-4d77-b735-647f226d8d06,50da4e56-073f-4d77-b735-647f226d8d06,ABTC73792,M,Malurus assimilis,Purple-Backed Fairy Wren,22/09/1999,1996 - 2000,1999,20,-26.9829,134.8107,SA,0.0901673,0.12530832,2.67875,-0.034111253,-0.01517462,-0.01144685,9,1999,1999,586287.305,187.7335052,FIN,Finke,NA
18.4,92,16.8,168,126.8,634,114,1140,14.43318666,14.64832644,0.056853598,0.137579678,83,SAM19,ABTC84315,ABTC,SAM19_R1.fastq.gz,a643600a-d92d-4039-b2ae-1b4001c17824,a643600a-d92d-4039-b2ae-1b4001c17824,ABTC84315,M,Malurus assimilis,Purple-Backed Fairy Wren,23/09/1999,1996 - 2000,1999,20,-26.983,134.8108,VIC,0.191923,0.49337047,5.00193,0.761230308,-0.037223348,0.067740459,12,1999,1999,163576.5096,136.5704956,MDD,Murray Darling Depression,NA
39.8,199,40.5,405,57,285,55.2,552,NA,NA,NA,NA,84,SAM20,ABTC85133,ABTC,SAM20_R1.fastq.gz,409e08db-00be-448a-a8f3-5523485905c3,409e08db-00be-448a-a8f3-5523485905c3,ABTC85133,M,Malurus assimilis,Purple-Backed Fairy Wren,24/09/1999,1996 - 2000,1999,20,-26.9831,134.8109,SA,0.391133,0.09631281,0.955786,-0.078895852,-0.031956788,-0.009988969,11,1997,1997,110326.2163,340.0235901,GAW,Gawler,NA
39.8,199,40.5,405,57,285,55.2,552,NA,NA,NA,NA,85,SAM21,ABTC85134,ABTC,SAM21_R1.fastq.gz,fc262a1e-821b-4f88-90e0-a7991fa970c0,fc262a1e-821b-4f88-90e0-a7991fa970c0,ABTC85134,F,Malurus assimilis,Purple-Backed Fairy Wren,25/09/1999,1996 - 2000,1999,20,-26.9832,134.811,SA,0.119553,0.09483055,2.31767,-0.044948915,-0.053793046,-0.011841941,11,1997,1997,110326.2163,340.0235901,GAW,Gawler,NA
31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,86,SAM25,ABTC113231,ABTC,SAM25_R1.fastq.gz,edfe4668-3aab-45dc-98b8-203a80e37c92,edfe4668-3aab-45dc-98b8-203a80e37c92,ABTC113231,,Malurus assimilis,Purple-Backed Fairy Wren,25/10/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0619623,0.09412797,3.45333,0.799868973,-0.064327904,0.139108203,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA
31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,87,SAM26,ABTC113232,ABTC,SAM26_R1.fastq.gz,762ef00f-433f-4fdc-994c-f39025736468,762ef00f-433f-4fdc-994c-f39025736468,ABTC113232,,Malurus assimilis,Purple-Backed Fairy Wren,3/11/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.134257,0.18956006,2.81008,0.776662309,-0.046115381,0.089515906,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA
31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,88,SAM27,ABTC113233,ABTC,SAM27_R1.fastq.gz,8b7a22c8-565a-4092-83e0-2f4aff37a003,8b7a22c8-565a-4092-83e0-2f4aff37a003,ABTC113233,,Malurus assimilis,Purple-Backed Fairy Wren,5/11/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.215741,0.13128711,1.96637,0.715559925,-0.025942321,0.05931585,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA
26.2,131,23.7,237,56.4,282,57,570,15.65889206,15.99704921,0.044957607,0.09788705,89,SAM28,ABTC113234,ABTC,SAM28_R1.fastq.gz,3c084a72-ec53-4578-a32d-dabc73076cb4,3c084a72-ec53-4578-a32d-dabc73076cb4,ABTC113234,,Malurus assimilis,Purple-Backed Fairy Wren,8/11/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0816876,0.12864323,3.31841,0.70828447,-0.033574591,0.080191886,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA
32.6,163,31.2,312,57,285,56.6,566,16.75670875,16.64402284,0.041430155,0.091043968,90,SAM29,ABTC113310,ABTC,SAM29_R1.fastq.gz,0795e393-1524-42d5-9b33-b80f08f9511a,0795e393-1524-42d5-9b33-b80f08f9511a,ABTC113310,M,Malurus assimilis,Purple-Backed Fairy Wren,11/10/2005,2001 - 2005,2005,14,-34.3422,139.4861,SA,0.149348,0.25502095,3.07594,0.701385218,-0.038453732,0.068908882,10,2005,2005,101218.363,80.13612366,MDD,Murray Darling Depression,NA
32.6,163,31.2,312,57,285,56.6,566,16.75670875,16.64402284,0.041430155,0.091043968,91,SAM30,ABTC113311,ABTC,SAM30_R1.fastq.gz,27ecdca4-60c0-43f4-8ec4-6648374e73e8,27ecdca4-60c0-43f4-8ec4-6648374e73e8,ABTC113311,M,Malurus assimilis,Purple-Backed Fairy Wren,3/10/2005,2001 - 2005,2005,14,-34.3481,139.4911,SA,0.312735,0.38815808,2.92842,0.83078455,-0.040400212,0.089560205,10,2005,2005,101218.363,81.03027344,MDD,Murray Darling Depression,NA
32.6,163,31.2,312,57,285,56.6,566,16.84158147,16.66501989,0.042959096,0.091283254,92,SAM31,ABTC113312,ABTC,SAM31_R1.fastq.gz,957c195a-53e7-45fb-9084-f3be5721ce2b,957c195a-53e7-45fb-9084-f3be5721ce2b,ABTC113312,F,Malurus assimilis,Purple-Backed Fairy Wren,11/10/2005,2001 - 2005,2005,14,-34.3422,139.4861,SA,0.0571674,0.12594672,4.1886,0.797890552,-0.064671438,0.141331379,10,2005,2005,101218.363,80.13612366,MDD,Murray Darling Depression,NA
32.2,161,30.4,304,56.8,284,56.6,566,16.80640736,16.62955212,0.043873141,0.092467602,93,SAM32,ABTC113313,ABTC,SAM32_R1.fastq.gz,4ba10d51-aa95-4c16-849f-f39deb229bc0,4ba10d51-aa95-4c16-849f-f39deb229bc0,ABTC113313,F,Malurus assimilis,Purple-Backed Fairy Wren,21/10/2005,2001 - 2005,2005,14,-34.3753,139.4794,SA,0.234396,0.27824366,2.52617,0.760046354,-0.033353387,0.06848063,10,2005,2005,99176.70946,80.77060699,MDD,Murray Darling Depression,NA
56.6,283,52.4,524,44.6,223,45.7,457,19.83094354,19.68450113,0.02839884,0.058073759,94,SAM33,ABTC119496,ABTC,SAM33_R1.fastq.gz,bc99f647-1314-4f63-9422-161c0bda22b7,bc99f647-1314-4f63-9422-161c0bda22b7,ABTC119496,,Malurus assimilis,Purple-Backed Fairy Wren,28/07/2007,2006 - 2010,2007,12,-29.7253,130.1203,SA,0.0110693,0.08960829,7.34389,-0.243753755,-0.148694031,-0.051460189,7,2007,2007,206737.9929,158.6623993,GVD,Great Victoria Desert,NA
54.2,271,50.7,507,47.2,236,48.1,481,19.63824078,19.50137773,0.028755484,0.058442452,95,SAM34,ABTC119512,ABTC,SAM34_R1.fastq.gz,11a7312d-fbb1-4f1a-b8e3-3426c4e5d2b3,11a7312d-fbb1-4f1a-b8e3-3426c4e5d2b3,ABTC119512,,Malurus assimilis,Purple-Backed Fairy Wren,29/07/2007,2006 - 2010,2007,12,-29.8947,130.0892,SA,0.2012,0.19277968,2.05416,-0.282975661,-0.096767374,-0.032354129,7,2007,2007,190740,153.3574982,GVD,Great Victoria Desert,NA
47.6,238,44.5,445,39,195,40.1,401,19.20809305,19.08405411,0.03602859,0.072701304,96,SAM35,ABTC119649,ABTC,SAM35_R1.fastq.gz,afa0684d-f71a-443a-9ae8-4eb0b18ef864,afa0684d-f71a-443a-9ae8-4eb0b18ef864,ABTC119649,,Malurus assimilis,Purple-Backed Fairy Wren,6/08/2007,2006 - 2010,2007,12,-29.9192,131.1906,SA,0.190738,0.19467406,2.19279,-0.247584773,-0.085580987,-0.026119168,8,2007,2007,173910,260.85849,GVD,Great Victoria Desert,NA
44.4,222,39.9,399,32.4,162,33.7,337,19.0165268,18.90514258,0.036948953,0.075714548,97,SAM36,ABTC119685,ABTC,SAM36_R1.fastq.gz,da0ae6f7-d38c-4304-b8af-08df77c8e845,da0ae6f7-d38c-4304-b8af-08df77c8e845,ABTC119685,,Malurus assimilis,Purple-Backed Fairy Wren,8/08/2007,2006 - 2010,2007,12,-30.1544,131.5667,SA,0.0833713,0.25736827,4.89372,-0.210695616,-0.139832844,-0.04292757,8,2007,2007,149854.718,287.884613,GVD,Great Victoria Desert,NA
54.2,271,50.7,507,47.2,236,48.1,481,19.63824078,19.50137773,0.028755484,0.058442452,98,SAM37,ABTC119786,ABTC,SAM37_R1.fastq.gz,75f18074-fa17-440d-bce7-5fe485dc57f5,75f18074-fa17-440d-bce7-5fe485dc57f5,ABTC119786,,Malurus assimilis,Purple-Backed Fairy Wren,29/07/2007,2006 - 2010,2007,12,-29.8801,130.1003,SA,0.164814,0.19002201,2.30731,-0.274227145,-0.108850028,-0.034204373,7,2007,2007,190330.9565,148.9822998,GVD,Great Victoria Desert,NA
58,290,54.7,547,45.4,227,46.3,463,20.06714101,19.89361382,0.03169877,0.06504591,99,SAM38,ABTC119851,ABTC,SAM38_R1.fastq.gz,808aaacb-d4d1-413e-ad59-86eea5935ec5,808aaacb-d4d1-413e-ad59-86eea5935ec5,ABTC119851,,Malurus assimilis,Purple-Backed Fairy Wren,3/08/2007,2006 - 2010,2007,12,-29.2336,130.2,SA,0.0513002,0.19343558,5.26519,-0.24342347,-0.150552502,-0.046490893,8,2007,2007,261032.339,237.5601044,GVD,Great Victoria Desert,NA
44.6,223,40.2,402,30.4,152,32.3,323,19.11203904,19.00109646,0.036952667,0.076072301,100,SAM39,ABTC119904,ABTC,SAM39_R1.fastq.gz,c7461441-7a31-4dcb-adea-20a170e8ee84,c7461441-7a31-4dcb-adea-20a170e8ee84,ABTC119904,,Malurus assimilis,Purple-Backed Fairy Wren,8/08/2007,2006 - 2010,2007,12,-30.1594,131.6447,SA,0.262303,0.19838569,1.75868,-0.231908287,-0.081314046,-0.020787617,8,2007,2007,152407.0067,244.7776947,GVD,Great Victoria Desert,NA
49.2,246,49.4,494,34.8,174,34.9,349,19.54186041,19.46244407,0.042324771,0.074837833,101,SAM41,ABTC143564,ABTC,SAM41_R1.fastq.gz,EA20,EA20,ABTC143564,,Malurus assimilis,Purple-Backed Fairy Wren,7/11/2012,2011 - 2015,2012,7,-32.4981,137.8008,SA,0.198735,0.13076752,2.04964,0.309984635,-0.01420235,0.007086948,11,2012,2012,11220,12.41429996,GAW,Gawler,NA
27.2,136,24.2,242,56.4,282,57,570,15.71658646,15.88244347,0.045027607,0.097695114,102,SAM44,ABTC114048,ABTC,SAM44_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,22/10/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0306727,0.12168428,5.69431,0.697379627,-0.047479005,0.102292501,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location
27.8,139,24.5,245,56.4,282,57,570,15.83733918,15.87403801,0.044177606,0.098231673,103,SAM45,ABTC114049,ABTC,SAM45_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,22/10/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0666037,0.09330678,3.15276,0.692144824,-0.038786801,0.078734418,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location
27.2,136,24.2,242,56.4,282,57,570,15.69222536,15.92627726,0.043716316,0.098141673,104,SAM46,ABTC114050,ABTC,SAM46_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,25/10/2004,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.190534,0.13073273,2.00379,0.709464331,-0.026292225,0.063859753,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location
106.6,533,114.8,1148,29.4,147,31.8,318,22.69239971,22.85586243,0.022891747,0.047665691,105,SAM8,ABTC37891,ABTC,SAM8_R1.fastq.gz,8d66897e-190d-4975-b126-fea976ee0612,8d66897e-190d-4975-b126-fea976ee0612,ABTC37891,,Malurus assimilis,Purple-Backed Fairy Wren,21/09/1997,1996 - 2000,1997,22,-26.3206,136.5203,SA,0.145192,0.12784421,2.16845,0.006545408,-0.002458962,-0.007442853,9,1997,1997,704131.0756,62.63311005,SSD,Simpson Strzelecki Dunefields,NA
34.8,174,34,340,NA,NA,NA,NA,20.03668617,19.96586926,0.087003656,0.164020464,106,WAM55,A35183,WAM,WAM55_R1.fastq.gz,EA9,EA9,A35183,,Malurus assimilis,Purple-Backed Fairy Wren,21/11/1992,1991 - 1995,1992,27,-28.8,114.6167,WA,0.195708,0.37466046,2.98253,-0.44051387,-0.225345768,-0.064751239,11,1992,1992,9820,34.98936844,GES,Geraldton Sandplains,NA
136.8,684,138.1,1381,0,0,0,0,25.75428012,25.78637412,0.060702761,0.126636966,107,WAM56,A35582,WAM,WAM56_R1.fastq.gz,EA10,EA10,A35582,,Malurus assimilis,Purple-Backed Fairy Wren,30/09/2004,2001 - 2005,2004,15,-22.1197,115.5697,WA,0.0235236,0.1188192,5.44107,-0.362469683,-0.237798728,-0.06905843,9,2004,2004,63364.82936,146.3050995,PIL,Pilbara,NA
136.8,684,138.1,1381,0,0,0,0,25.75428012,25.78637412,0.060702761,0.126636966,108,WAM57,A35583,WAM,WAM57_R1.fastq.gz,EA11,EA11,A35583,,Malurus assimilis,Purple-Backed Fairy Wren,30/09/2004,2001 - 2005,2004,15,-22.1197,115.5697,WA,0.242891,0.13135716,1.71251,-0.389522147,-0.137004923,-0.040182092,9,2004,2004,63364.82936,146.3050995,PIL,Pilbara,NA
30.6,153,29,290,0,0,0,0,22.43424209,22.36555124,0.033757517,0.074740269,109,WAM58,A35745,WAM,WAM58_R1.fastq.gz,EA12,EA12,A35745,,Malurus assimilis,Purple-Backed Fairy Wren,17/07/2004,2001 - 2005,2004,15,-25.9,113.5333,WA,0.153702,0.19190225,2.14343,-0.433429237,-0.213350031,-0.061011628,7,2004,2004,4910,9.095258713,CAR,Carnarvon,NA
81.4,407,78.1,781,0,0,0,0,26.46385288,26.43703775,0.203739535,0.457158263,110,WAM59,A36181,WAM,WAM59_R1.fastq.gz,EA13,EA13,A36181,,Malurus assimilis,Purple-Backed Fairy Wren,31/05/2005,2001 - 2005,2005,14,-15.1,125.2,WA,0.110701,0.19041781,2.49836,-0.615857103,0.27881103,0.341198013,5,2005,2005,0,148.9687042,NOK,Northern Kimberley,NA
81.4,407,78.1,781,0,0,0,0,26.46385288,26.43703775,0.203739535,0.457158263,111,WAM60,A36182,WAM,WAM60_R1.fastq.gz,EA14,EA14,A36182,,Malurus assimilis,Purple-Backed Fairy Wren,21/05/2005,2001 - 2005,2005,14,-15.1,125.2,WA,0.143791,0.19224502,2.1537,-0.623517525,0.268105121,0.331242048,5,2005,2005,0,148.9687042,NOK,Northern Kimberley,NA
146,730,138.6,1386,18.8,94,15.1,151,24.14664135,24.24687114,0.055894617,0.133129186,112,WAM63,A37114,WAM,WAM63_R1.fastq.gz,3db11faf-1cb8-4551-beff-75c35e14bf7b,3db11faf-1cb8-4551-beff-75c35e14bf7b,A37114,,Malurus assimilis,Purple-Backed Fairy Wren,24/09/2005,2001 - 2005,2005,14,-23.6166,118.65,WA,0.0913142,0.12558909,2.88254,-0.463925244,-0.409390011,-0.13758306,9,2005,2005,342924.5631,529.4771118,GAS,Gascoyne,NA
146,730,138.6,1386,18.8,94,15.1,151,24.14664135,24.24687114,0.055894617,0.133129186,113,WAM64,A37115,WAM,WAM64_R1.fastq.gz,88c6df0c-34cc-47c2-824c-5d2875747d68,88c6df0c-34cc-47c2-824c-5d2875747d68,A37115,,Malurus assimilis,Purple-Backed Fairy Wren,24/09/2005,2001 - 2005,2005,14,-23.6166,118.65,WA,0.0170544,0.08874207,5.74048,-0.427597625,-0.443744829,-0.148142349,9,2005,2005,342924.5631,529.4771118,GAS,Gascoyne,NA