SAMPLE.ID,YearJJ,Tmean
SAM37,1987,20.18865585
SAM34,2005,20.18986893
SAM37,2005,20.18986893
ANWC117,1992,20.19769979
ANWC72,1989,20.19869169
ANWC73,1989,20.19869169
ANWC168,2010,20.21410465
ANWC100,1977,20.22236602
ANWC94,1974,20.22259903
ANWC71,1994,20.22861505
ANWC135,1999,20.23601659
ANWC136,1999,20.23601659
ANWC106,1992,20.2407488
ANWC107,1992,20.2407488
ANWC100,1988,20.24269772
ANWC105,1992,20.24549588
ANWC128,1990,20.24571371
ANWC117,2005,20.24698011
ANWC117,2001,20.25869679
WAM55,1982,20.2640849
ANWC71,1998,20.26482773
SAM17,1999,20.27099281
SAM18,1999,20.27099281
ANWC106,1994,20.27943492
ANWC107,1994,20.27943492
SAM8,1997,20.27971586
ANWC126,2002,20.28102803
ANWC131,1994,20.2839795
ANWC135,2000,20.28589511
ANWC136,2000,20.28589511
ANWC131,2000,20.29973944
ANWC108,1980,20.30180661
SAM29,1985,20.30311489
SAM30,1985,20.30311489
ANWC130,1994,20.31106083
ANWC100,1990,20.31557878
ANWC71,1983,20.31607429
ANWC131,1991,20.32521486
ANWC75,2001,20.32615598
WAM55,1985,20.33137703
SAM12,1997,20.33784888
ANWC130,1991,20.34210793
ANWC71,1996,20.34555888
ANWC106,1995,20.35092211
ANWC107,1995,20.35092211
ANWC128,2000,20.35462983
ANWC129,1990,20.3620952
ANWC132,1989,20.37057877
ANWC133,1989,20.37057877
ANWC71,1985,20.37399181
ANWC106,1986,20.38000798
ANWC107,1986,20.38000798
SAM33,2005,20.38447285
ANWC72,1985,20.38791657
ANWC73,1985,20.38791657
ANWC71,1995,20.40372531
ANWC105,1988,20.41415739
ANWC130,2000,20.41669289
ANWC72,1984,20.41922522
ANWC73,1984,20.41922522
ANWC128,1991,20.42326959
ANWC129,2000,20.43157673
SAM33,1987,20.43513441
ANWC128,1994,20.44039162
ANWC105,1989,20.4432199
ANWC132,1999,20.46573051
ANWC133,1999,20.46573051
SAM11,1997,20.47584216
ANWC106,1981,20.47810022
ANWC107,1981,20.47810022
ANWC134,1996,20.48385183
ANWC77,2001,20.49111994
ANWC126,2005,20.49117645
WAM55,1983,20.49172195
ANWC106,1985,20.49318846
ANWC107,1985,20.49318846
ANWC106,1989,20.50335264
ANWC107,1989,20.50335264
ANWC132,2000,20.50507657
ANWC133,2000,20.50507657
ANWC105,1990,20.51875123
ANWC134,1994,20.52025501
WAM55,1978,20.52716335
ANWC105,1981,20.52919936
ANWC134,1990,20.53768571
ANWC129,1994,20.54309225
ANWC129,1991,20.54949737
ANWC72,1992,20.55065608
ANWC73,1992,20.55065608
ANWC106,1988,20.55485964
ANWC107,1988,20.55485964
ANWC72,1995,20.56942678
ANWC73,1995,20.56942678
ANWC100,1980,20.5738558
ANWC71,1986,20.57406847
ANWC105,1986,20.57555691
ANWC131,2004,20.5772926
ANWC131,2006,20.58327079
ANWC71,1981,20.58636117
WAM55,1977,20.59489075
ANWC130,2004,20.61488533
ANWC126,2007,20.61690291
ANWC71,1989,20.61735161
ANWC134,1991,20.61916304
SAM38,2005,20.62357791
ANWC130,2006,20.62420336
ANWC105,1993,20.62458968
WAM55,1976,20.6297005
ANWC131,2003,20.63677343
ANWC77,1992,20.63977885
ANWC71,1997,20.64316519
ANWC103,1976,20.65410018
ANWC135,1996,20.65873996
ANWC136,1996,20.65873996
ANWC130,2003,20.66855033
ANWC81,1986,20.67684181
ANWC128,2004,20.69489813
ANWC72,2002,20.69758987
ANWC73,2002,20.69758987
ANWC135,1994,20.70196215
ANWC136,1994,20.70196215
ANWC128,2006,20.70512295
ANWC72,1986,20.71354723
ANWC73,1986,20.71354723
ANWC128,1996,20.71820466
ANWC105,1982,20.72565714
ANWC71,1988,20.73250373
ANWC72,1987,20.74112733
ANWC73,1987,20.74112733
ANWC105,1987,20.74452647
ANWC131,1996,20.76050202
ANWC134,2004,20.76590244
ANWC118,2002,20.76692446
ANWC128,2003,20.78094848
ANWC132,1996,20.78949388
ANWC133,1996,20.78949388
ANWC134,2006,20.79007936
WAM58,1984,20.80652237
ANWC129,2004,20.81061649
ANWC71,1987,20.81203183
ANWC129,2006,20.81209644
ANWC135,1990,20.81245184
ANWC136,1990,20.81245184
ANWC130,1996,20.813634
ANWC72,1999,20.8170135
ANWC73,1999,20.8170135
ANWC131,1997,20.82377005
ANWC106,1987,20.82931852
ANWC107,1987,20.82931852
ANWC75,2002,20.83712559
ANWC129,1996,20.84839582
ANWC134,1997,20.85111666
ANWC131,1998,20.85268108
ANWC71,1993,20.85587374
ANWC131,2002,20.86273432
ANWC130,1998,20.86320321
ANWC72,1997,20.86443472
ANWC73,1997,20.86443472
ANWC135,1991,20.86847122
ANWC136,1991,20.86847122
ANWC130,1997,20.88316186
ANWC129,2003,20.88941383
SAM25,1984,20.88973109
ANWC118,1990,20.89198653
ANWC132,1994,20.89232683
ANWC133,1994,20.89232683
ANWC134,2003,20.90218576
ANWC75,1989,20.9032197
ANWC106,1990,20.90344572
ANWC107,1990,20.90344572
WAM58,1986,20.90564601
ANWC128,1997,20.91527081
ANWC130,2002,20.92045848
ANWC105,1979,20.92659672
ANWC72,1988,20.92714501
ANWC73,1988,20.92714501
WAM55,1988,20.9338274
ANWC118,2000,20.94449949
ANWC71,1990,20.95054118
ANWC106,1993,20.95102199
ANWC107,1993,20.95102199
ANWC88,1974,20.95208041
ANWC128,1998,20.95560455
ANWC135,2004,20.95932945
ANWC136,2004,20.95932945
ANWC106,1982,20.96149381
ANWC107,1982,20.96149381
ANWC118,2008,20.96699778
ANWC81,1993,20.97030457
ANWC132,1990,20.9727761
ANWC133,1990,20.9727761
ANWC135,2006,20.97888247
ANWC136,2006,20.97888247
ANWC118,1998,20.97893032
ANWC170,2010,20.98199203
ANWC72,1994,20.98258416
ANWC73,1994,20.98258416
ANWC72,1998,20.994392
ANWC73,1998,20.994392
ANWC135,1997,20.99679391
ANWC136,1997,20.99679391
ANWC129,1997,20.99797169
ANWC118,2006,20.99801596
ANWC128,2002,21.00094724
SAM16,1998,21.00810708
ANWC77,1982,21.02315903
WAM58,1993,21.02377033
ANWC132,1991,21.02437655
ANWC133,1991,21.02437655
ANWC118,1994,21.02466734
SAM17,1985,21.04313548
SAM18,1985,21.04313548
SAM45,1993,21.05013673
ANWC134,2002,21.05093662
ANWC71,1982,21.05699611
ANWC75,1984,21.06530317
ANWC134,1998,21.06959454
ANWC81,1982,21.08348083
ANWC129,1998,21.08870657
ANWC129,2002,21.09402553
ANWC132,2004,21.09416779
ANWC133,2004,21.09416779
ANWC135,2003,21.09916528
ANWC136,2003,21.09916528
ANWC71,1979,21.09948127
ANWC131,2007,21.11712813
ANWC106,1991,21.13327662
ANWC107,1991,21.13327662
ANWC77,1993,21.13840914
ANWC106,1979,21.14582269
ANWC107,1979,21.14582269
ANWC132,2006,21.14901702
ANWC133,2006,21.14901702
ANWC102,1976,21.16376247
SAM17,1984,21.16808073
SAM18,1984,21.16808073
ANWC81,1992,21.17909257
ANWC134,2007,21.18211818
SAM36,1987,21.18538666
ANWC105,1991,21.18668373
SAM17,1989,21.18689569
SAM18,1989,21.18689569
ANWC77,1999,21.19059595
ANWC72,1993,21.19281793
ANWC73,1993,21.19281793
ANWC72,1996,21.19513726
ANWC73,1996,21.19513726
ANWC130,2007,21.20304632
ANWC77,1995,21.2079312
WAM58,1992,21.21098836
ANWC132,1997,21.21135354
ANWC133,1997,21.21135354
ANWC135,2002,21.2183249
ANWC136,2002,21.2183249
ANWC128,2007,21.21872505
ANWC75,1985,21.25018811
ANWC72,1983,21.25497317
ANWC73,1983,21.25497317
ANWC132,2003,21.25620325
ANWC133,2003,21.25620325
SAM17,1982,21.26334469
SAM18,1982,21.26334469
SAM45,1997,21.28784704
ANWC77,2000,21.28797062
SAM44,1993,21.29054419
ANWC71,1991,21.2932028
SAM28,1993,21.29524851
ANWC129,2007,21.30099408
SAM39,1987,21.30677299
ANWC135,1998,21.31147901
ANWC136,1998,21.31147901
ANWC75,1983,21.31489595
ANWC135,2007,21.32479906
ANWC136,2007,21.32479906
SAM14,1998,21.32868639
SAM15,1998,21.32868639
ANWC81,1990,21.33767549
ANWC131,2005,21.34358382
WAM58,1990,21.3548038
SAM46,1993,21.36877012
ANWC130,2005,21.36899932
ANWC118,2004,21.36938858
ANWC72,1990,21.37147808
ANWC73,1990,21.37147808
ANWC132,1998,21.3886164
ANWC133,1998,21.3886164
ANWC77,1989,21.4029367
ANWC101,1976,21.40590286
ANWC77,1984,21.41451041
ANWC132,2002,21.42327261
ANWC133,2002,21.42327261
ANWC75,2000,21.42487176
ANWC75,1988,21.43765497
ANWC128,2005,21.44571718
ANWC81,1984,21.44787137
ANWC105,1980,21.47599912
SAM17,1992,21.47969771
SAM18,1992,21.47969771
WAM58,2004,21.48062679
ANWC81,1989,21.48350175
SAM35,1987,21.48996735
ANWC168,2008,21.49736818
SAM45,1989,21.50190179
ANWC72,2000,21.51463556
ANWC73,2000,21.51463556
ANWC168,2000,21.51556643
ANWC75,1994,21.52437536
ANWC118,1996,21.53268743
ANWC78,1999,21.54575117
SAM17,1987,21.55378946
SAM18,1987,21.55378946
ANWC132,2007,21.55632329
ANWC133,2007,21.55632329
ANWC77,2002,21.55744266
ANWC118,1992,21.56839871
ANWC106,1980,21.56958898
ANWC107,1980,21.56958898
ANWC129,2005,21.57822394
ANWC75,1987,21.60706767
ANWC134,2005,21.60745271
ANWC170,2008,21.6136229
ANWC78,2000,21.61810573
SAM17,1986,21.61940447
SAM18,1986,21.61940447
ANWC126,1988,21.64195671
ANWC170,2000,21.65384785
WAM58,1989,21.66329304
SAM44,1984,21.66370964
ANWC77,1983,21.66630125
ANWC72,1991,21.6678079
ANWC73,1991,21.6678079
ANWC77,1986,21.67090996
SAM17,1988,21.68597523
SAM18,1988,21.68597523
SAM17,1995,21.71665247
SAM18,1995,21.71665247
ANWC71,1980,21.72086763
ANWC81,1991,21.73261976
WAM58,1991,21.74823125
ANWC77,1987,21.75562652
ANWC77,1985,21.76771506
SAM17,1994,21.77146379
SAM18,1994,21.77146379
SAM17,1981,21.77588018
SAM18,1981,21.77588018
SAM17,1983,21.80565373
SAM18,1983,21.80565373
ANWC75,1986,21.85373704
SAM46,1997,21.8594416
SAM26,1984,21.86209679
SAM27,1984,21.86209679
SAM28,1997,21.86790927
SAM44,1997,21.87032874
ANWC135,2005,21.88571262
ANWC136,2005,21.88571262
ANWC75,1999,21.89142132
ANWC75,1992,21.89379001
ANWC168,1994,21.90001543
ANWC75,1995,21.90143816
ANWC81,1997,21.90155808
ANWC168,1999,21.90165647
ANWC78,2001,21.90911579
SAM45,2001,21.91429186
SAM45,1985,21.92860715
ANWC132,2005,21.96748638
ANWC133,2005,21.96748638
SAM28,1984,21.97016144
ANWC81,1987,21.97296127
ANWC77,1994,21.97390779
ANWC81,1985,21.9863743
ANWC100,1976,21.98705406
ANWC77,1988,21.99341464
ANWC81,1995,22.00242631
ANWC81,2001,22.01909987
ANWC75,1993,22.01928107
SAM17,1993,22.03477335
SAM18,1993,22.03477335
SAM45,1984,22.03629208
ANWC75,1997,22.03958965
WAM58,1997,22.05303351
ANWC75,1990,22.05616903
SAM17,1997,22.05782994
SAM18,1997,22.05782994
ANWC168,2007,22.07758006
ANWC170,1999,22.07853039
SAM8,1984,22.08259026
SAM8,1985,22.08293311
ANWC77,1997,22.09187825
ANWC77,1996,22.09244585
SAM44,2001,22.10836888
WAM58,1994,22.11534023
SAM12,1984,22.12006688
SAM46,1989,22.12393618
ANWC78,1982,22.12606895
WAM58,1985,22.12653415
WAM58,1987,22.13485591
ANWC170,1994,22.15132499
ANWC81,1994,22.15326103
SAM12,1985,22.15791829
SAM46,2001,22.16737429
WAM58,2001,22.16741625
WAM58,1995,22.16866302
SAM28,2001,22.18538491
ANWC170,2007,22.18652391
ANWC168,1997,22.18926668
ANWC81,1998,22.2051425
SAM11,1984,22.21005106
ANWC81,2000,22.2132508
SAM17,1996,22.21599507
SAM18,1996,22.21599507
SAM17,1998,22.22078435
SAM18,1998,22.22078435
SAM16,1984,22.22861203
ANWC168,1992,22.23233477
WAM58,2003,22.24422852
ANWC81,1983,22.25050108
ANWC78,1995,22.25520436
SAM11,1985,22.25575336
SAM28,1989,22.26399024
ANWC77,1990,22.28803714
ANWC77,1991,22.29117036
ANWC170,1992,22.29926117
SAM17,1990,22.30581824
SAM18,1990,22.30581824
SAM16,1985,22.32039062
WAM58,1998,22.32816688
SAM46,1985,22.33138959
SAM8,1978,22.34445175
ANWC170,1997,22.35476136
SAM28,1985,22.35679261
ANWC170,1996,22.36641582
SAM12,1978,22.37098805
SAM8,1982,22.37697593
SAM44,1989,22.38670492
ANWC75,1998,22.39128892
WAM58,2002,22.40374358
ANWC168,1996,22.4100105
SAM44,1985,22.41243792
ANWC168,2006,22.42569876
SAM8,1992,22.42824856
SAM12,1994,22.43180847
ANWC168,2009,22.43315736
ANWC168,2001,22.43717297
WAM58,2000,22.43811433
ANWC115,1991,22.43901356
SAM8,1994,22.44472814
SAM12,1982,22.46248555
SAM12,1992,22.47032301
SAM11,1978,22.47341808
SAM14,1984,22.47358839
SAM15,1984,22.47358839
SAM8,1989,22.47988566
SAM11,1992,22.51683402
SAM38,1987,22.5185379
SAM16,1994,22.52025231
SAM11,1994,22.53030213
ANWC78,1997,22.5387001
SAM12,1989,22.55124283
ANWC170,2009,22.55899223
ANWC81,1999,22.56387742
SAM16,1992,22.56583603
SAM17,1991,22.56617546
SAM18,1991,22.56617546
SAM8,1995,22.57349539
ANWC170,2006,22.57461755
ANWC75,1991,22.57990042
SAM8,1986,22.58662868
ANWC168,1995,22.59599837
SAM12,1995,22.60746352
SAM12,1986,22.6150976
SAM14,1985,22.63303812
SAM15,1985,22.63303812
ANWC168,1998,22.64153004
SAM11,1986,22.64249031
ANWC78,2002,22.64796791
ANWC115,1993,22.649628
SAM17,1980,22.65013123
SAM18,1980,22.65013123
SAM46,1984,22.65241814
ANWC75,1996,22.65298526
SAM11,1989,22.65413197
SAM16,1986,22.65450652
SAM16,1989,22.67463779
ANWC170,1995,22.67954421
SAM11,1995,22.68070793
ANWC170,1998,22.68558025
SAM8,1987,22.68691134
ANWC130,1988,22.69767761
SAM8,1983,22.70029314
SAM14,1994,22.71877615
SAM15,1994,22.71877615
ANWC131,1988,22.72094574
ANWC78,1992,22.72157463
ANWC168,2004,22.72787722
SAM16,1995,22.72824081
SAM12,1983,22.73549596
ANWC78,1993,22.73782269
ANWC116,1990,22.73809997
ANWC81,1988,22.74573247
ANWC78,1989,22.74661096
ANWC77,1998,22.74736452
SAM11,1982,22.74943058
ANWC81,1996,22.75432102
SAM12,1987,22.75629441
ANWC170,2001,22.76643689
SAM16,1982,22.80481362
WAM58,1996,22.81909831
ANWC170,1991,22.82603923
ANWC168,1991,22.82670667
SAM14,1992,22.83948278
SAM15,1992,22.83948278
WAM58,1988,22.84571505
SAM11,1987,22.84958871
ANWC128,1988,22.85026894
SAM8,1979,22.86688105
ANWC78,1984,22.87874031
SAM16,1987,22.89508987
SAM14,1986,22.9040672
SAM15,1986,22.9040672
SAM8,1988,22.90464107
SAM14,1989,22.90557551
SAM15,1989,22.90557551
SAM8,1981,22.90645186
WAM58,1999,22.91770776
SAM12,1979,22.93260034
SAM11,1983,22.93664996
ANWC115,2009,22.93672024
SAM16,1983,22.9399689
ANWC115,1995,22.94236541
SAM12,1981,22.95529986
ANWC168,1993,22.96322433
ANWC115,1999,22.96401501
SAM8,1993,22.96407652
SAM11,1979,22.96707281
ANWC129,1988,22.98698845
SAM12,1993,22.99081318
SAM12,1988,22.99170923
SAM14,1995,22.99313641
SAM15,1995,22.99313641
ANWC170,1993,22.99977652
ANWC170,2004,23.0225668
ANWC78,1988,23.04214525
SAM8,1996,23.05144993
SAM11,1993,23.05201657
ANWC78,1987,23.05535197
SAM14,1982,23.06131013
SAM15,1982,23.06131013
SAM16,1979,23.06162206
SAM11,1981,23.06227509
ANWC116,2004,23.06963785
SAM16,1981,23.08187691
SAM16,1993,23.08189646
ANWC78,1986,23.08431077
SAM12,1996,23.08507538
ANWC116,1992,23.08706689
SAM11,1996,23.09410636
ANWC168,2003,23.09775019
WAM63,1999,23.10018524
WAM64,1999,23.10018524
ANWC134,1988,23.1109787
ANWC168,2002,23.11117013
SAM16,1996,23.13435912
SAM14,1983,23.13462973
SAM15,1983,23.13462973
SAM11,1988,23.14358004
ANWC116,2008,23.15490659
SAM14,1987,23.16852752
SAM15,1987,23.16852752
ANWC170,2002,23.17062378
ANWC170,2003,23.19021638
SAM16,1988,23.19365334
WAM63,2000,23.19413249
WAM64,2000,23.19413249
SAM16,1997,23.2294511
ANWC168,2005,23.27945296
ANWC78,1985,23.28362926
SAM14,1981,23.30715036
SAM15,1981,23.30715036
ANWC170,2005,23.3265632
SAM14,1993,23.3426106
SAM15,1993,23.3426106
ANWC135,1988,23.37284966
ANWC136,1988,23.37284966
SAM14,1979,23.38915992
SAM15,1979,23.38915992
WAM63,2005,23.39534081
WAM64,2005,23.39534081
SAM20,1977,23.40725709
SAM21,1977,23.40725709
SAM8,1990,23.40905372
ANWC115,2003,23.40977144
ANWC116,1998,23.41259289
SAM14,1996,23.41756837
SAM15,1996,23.41756837
SAM12,1990,23.4256738
ANWC116,2006,23.44103749
ANWC78,1996,23.4550786
SAM16,1990,23.46145487
SAM14,1988,23.46935932
SAM15,1988,23.46935932
SAM12,1991,23.47521941
SAM8,1991,23.47783613
ANWC78,1990,23.48936733
SAM16,1991,23.4909366
ANWC132,1988,23.4987751
ANWC133,1988,23.4987751
ANWC115,2007,23.50042168
SAM14,1997,23.50733956
SAM15,1997,23.50733956
SAM11,1990,23.50823593
ANWC78,1994,23.50912325
SAM11,1991,23.52513377
ANWC115,2005,23.53011505
ANWC78,1983,23.53588835
SAM14,1990,23.59630624
SAM15,1990,23.59630624
SAM8,1980,23.59795841
SAM12,1980,23.62889258
SAM14,1991,23.64927928
SAM15,1991,23.64927928
WAM63,2001,23.65688117
WAM64,2001,23.65688117
SAM11,1980,23.68252977
ANWC115,1997,23.68974972
ANWC116,1991,23.70191622
ANWC116,2002,23.71728118
SAM16,1980,23.72188679
WAM63,1995,23.78679848
WAM64,1995,23.78679848
ANWC115,2001,23.81414406
ANWC78,1998,23.83086586
ANWC116,1994,23.85242073
ANWC81,2002,23.89884949
ANWC115,1990,23.92801921
ANWC116,2009,23.96106061
ANWC116,1993,23.9626658
SAM14,1980,23.96757952
SAM15,1980,23.96757952
ANWC78,1991,24.05669705
ANWC110,1978,24.0790329
ANWC163,2010,24.13386181
ANWC116,2000,24.16042042
ANWC162,2010,24.17933627
ANWC158,2010,24.18052128
ANWC159,2010,24.18052128
WAM63,2004,24.19856437
WAM64,2004,24.19856437
ANWC116,1999,24.22543971
ANWC116,1996,24.23138491
SAM41,1992,24.26048089
ANWC115,2008,24.27748712
WAM63,1992,24.30335323
WAM64,1992,24.30335323
WAM63,1997,24.30507803
WAM64,1997,24.30507803
ANWC115,1992,24.3495663
ANWC160,2010,24.37914739
ANWC161,2010,24.37914739
WAM63,1993,24.39967672
WAM64,1993,24.39967672
ANWC115,2004,24.41049814
ANWC116,1995,24.423817
WAM63,1989,24.44102017
WAM64,1989,24.44102017
ANWC144,2009,24.55197607
ANWC79,1999,24.58428001
WAM63,1986,24.60970736
WAM64,1986,24.60970736
ANWC118,1989,24.61451435
ANWC116,2003,24.61944882
ANWC79,2000,24.64266888
ANWC116,2007,24.64948066
ANWC115,2006,24.65972042
ANWC115,1998,24.68934012
WAM63,1988,24.69826094
WAM64,1988,24.69826094
WAM63,2003,24.72182115
WAM64,2003,24.72182115
WAM56,2004,24.7894143
WAM57,2004,24.7894143
ANWC116,2005,24.79194339
ANWC80,1999,24.8368837
ANWC80,2000,24.84504827
WAM63,1987,24.84883102
WAM64,1987,24.84883102
ANWC79,1982,24.89760065
ANWC116,1997,24.94902388
WAM63,2002,24.96180757
WAM64,2002,24.96180757
ANWC79,2001,24.99767113
WAM56,1995,25.01417716
WAM57,1995,25.01417716
WAM56,1992,25.021324
WAM57,1992,25.021324
ANWC163,1994,25.02143574
WAM56,1986,25.04441754
WAM57,1986,25.04441754
ANWC80,1982,25.05476332
WAM63,1994,25.06412045
WAM64,1994,25.06412045
WAM63,1990,25.06916706
WAM64,1990,25.06916706
ANWC80,2001,25.0836045
ANWC79,1995,25.09294891
ANWC162,1994,25.09415388
ANWC163,2000,25.13103946
ANWC109,1977,25.1360232
ANWC79,1992,25.17217747
ANWC162,2000,25.1839579
ANWC115,1994,25.18723281
ANWC115,2002,25.2100234
ANWC158,2000,25.23390293
ANWC159,2000,25.23390293
WAM63,1996,25.26082834
WAM64,1996,25.26082834
WAM56,1993,25.26532523
WAM57,1993,25.26532523
WAM56,2001,25.27191146
WAM57,2001,25.27191146
WAM63,1998,25.28261455
WAM64,1998,25.28261455
ANWC116,2001,25.30177871
WAM56,1990,25.30862602
WAM57,1990,25.30862602
ANWC80,1995,25.32315207
ANWC163,2001,25.38138692
ANWC160,2000,25.39059591
ANWC161,2000,25.39059591
ANWC115,2000,25.40370003
ANWC163,2006,25.40442133
ANWC79,1984,25.42082532
ANWC158,1994,25.42210277
ANWC159,1994,25.42210277
ANWC160,1994,25.42259105
ANWC161,1994,25.42259105
ANWC162,2001,25.4413174
ANWC158,2001,25.47103469
ANWC159,2001,25.47103469
ANWC162,2006,25.47281106
WAM56,1991,25.50225862
WAM57,1991,25.50225862
WAM56,1997,25.50663789
WAM57,1997,25.50663789
ANWC117,1989,25.51370716
WAM56,1987,25.51825492
WAM57,1987,25.51825492
WAM63,1991,25.52748823
WAM64,1991,25.52748823
WAM59,1994,25.55345917
WAM60,1994,25.55345917
WAM56,2000,25.55705468
WAM57,2000,25.55705468
WAM56,1999,25.55836948
WAM57,1999,25.55836948
WAM56,1989,25.58871126
WAM57,1989,25.58871126
ANWC115,1996,25.59052467
ANWC158,2006,25.59450642
ANWC159,2006,25.59450642
WAM55,1972,25.60645485
ANWC79,1993,25.60846615
ANWC145,2010,25.60969108
ANWC146,2010,25.60969108
ANWC79,1986,25.61591991
ANWC163,1999,25.61762333
ANWC79,1997,25.66652107
ANWC163,2008,25.67931461
WAM56,1985,25.68010171
WAM57,1985,25.68010171
ANWC162,1999,25.6816632
ANWC160,2001,25.68279441
ANWC161,2001,25.68279441
ANWC158,1999,25.73643525
ANWC159,1999,25.73643525
ANWC150,2010,25.74184254
ANWC162,2008,25.76036294
ANWC152,2010,25.77258764
ANWC153,2010,25.77258764
ANWC154,2010,25.77258764
ANWC108,1977,25.77922948
ANWC79,1989,25.83215555
ANWC80,1984,25.83616527
ANWC66,2001,25.85944538
ANWC67,2001,25.85944538
ANWC79,1990,25.87672082
ANWC141,2009,25.88049153
ANWC142,2009,25.88049153
ANWC143,2009,25.88049153
ANWC160,2006,25.88330396
ANWC161,2006,25.88330396
ANWC80,1997,25.91574049
ANWC144,2000,25.92046261
ANWC144,2006,25.93197362
WAM59,1999,25.93969552
WAM60,1999,25.93969552
